repository,total_files,total_folders,lines,python,html,css,javascript,java,cpp,dependency_count,readme_score,functions,complexity,language_count,tech_stack_count,has_readme,has_license,has_gitignore,stars,forks,watchers,open_issues,language,size,created_days,updated_days,health_score,health_grade,complexity_supported,functions_supported
ac-pm/SSLUnpinning_Xposed,56,33,12596,0,0,0,0,6,0,0,60,33,1.79,3,1,True,True,True,902,123,902,9,Java,2071,3978.36,1.92,76.0,Good,True,True
larsgeorge/hbase-book,429,226,262868,0,0,1,0,242,0,94,10,13776,4.43,7,1,True,True,True,902,560,902,33,Java,2046,5861.79,22.2,59.0,Moderate,True,True
martykan/forecastie,804,109,56275,2,1,3,1,71,0,0,50,817,4.36,10,3,True,True,True,902,345,902,128,Java,6684,3902.0,7.43,71.0,Good,True,True
vulnersCom/burp-vulners-scanner,35,13,193945,0,1,0,0,19,0,7,50,174,1.26,5,1,True,False,True,901,172,901,7,Java,20153,3338.21,2.3,72.5,Good,True,True
xuyisheng/AndroidHeroes,1283,792,277813,0,0,0,0,133,0,0,10,572,1.28,5,1,True,False,True,901,521,901,10,Java,21318,4093.95,29.41,58.0,Moderate,True,True
zjun615/RulerView,58,57,30015,0,0,0,0,8,0,0,40,95,1.43,3,1,True,True,True,901,115,901,18,Java,6730,2934.86,58.46,72.0,Good,True,True
Skythinker616/gpt-assistant-android,250,78,365026,0,0,0,0,71,0,0,65,895,2.03,6,1,True,True,True,900,123,900,24,Java,102768,1082.44,2.69,76.75,Good,True,True
pinguo-zhouwei/MaterialDesignSamples,131,62,93106,0,0,0,0,35,0,0,20,186,1.03,3,1,True,False,True,899,149,899,4,Java,15837,3548.12,10.35,59.5,Moderate,True,True
everit-org/json-schema,549,128,37636,0,0,0,0,201,0,1,80,1829,1.47,5,1,True,True,True,900,276,900,84,Java,2550,4004.77,43.35,86.0,Excellent,True,True
monogram-android/monogram,1457,378,1805110,0,1,1,2,4,6,0,90,17664,2.79,14,2,True,True,True,900,58,900,54,Java,366811,178.91,0.21,80.5,Good,True,True
Pixplicity/MultiViewPager,38,35,2114,0,0,0,0,4,0,0,45,20,1.3,4,1,True,True,True,899,118,899,4,Java,864,4367.11,120.16,72.25,Good,True,True
MariaDB4j/MariaDB4j,134,138,11069,0,0,0,0,38,0,17,80,181,2.92,8,1,True,False,True,899,184,899,16,Java,276262,5320.66,24.53,73.5,Good,True,True
HuLaSpark/HuLa-Server,2598,1476,410094,0,0,0,0,2145,0,0,30,6602,1.59,10,2,True,True,True,899,315,899,5,Java,30777,957.55,2.92,71.5,Good,True,True
nanchen2251/BankCardUtils,51,50,8709,0,0,0,0,7,0,0,30,40,24.15,3,1,True,False,True,898,153,898,6,Java,655,3196.46,34.84,37.5,Poor,True,True
JetBrains/js-graphql-intellij-plugin,1606,389,737204,0,27,1,56,598,0,12,90,4915,2.85,13,3,True,True,True,898,93,898,157,Java,34130,3912.93,3.63,85.5,Excellent,True,True
chenyangcun/MaterialDesignExample,117,37,56034,0,0,1,0,44,0,0,10,452,1.26,5,1,True,False,True,897,284,897,2,Java,6892,4086.05,90.89,57.0,Moderate,True,True
MichaelEvans/ColorArt,48,30,14128,0,0,0,0,6,0,0,55,47,1.83,4,1,True,False,True,897,133,897,8,Java,3711,4660.48,127.18,63.75,Moderate,True,True
LukeDeighton/WheelView,48,30,42650,0,0,0,0,12,0,0,70,149,1.69,4,1,True,False,True,897,262,897,46,Java,3716,4417.66,27.44,67.0,Moderate,True,True
fayson/cdhproject,1331,373,1082978,5,6,4,4,108,0,3,35,427,3.36,13,3,True,False,False,896,518,896,42,Java,79046,3203.93,30.24,56.25,Moderate,True,True
chatty/chatty,6393,80,376295,0,49,1,0,638,0,0,90,9900,2.18,6,1,True,True,True,896,177,896,195,Java,50728,4088.08,4.13,80.5,Good,True,True
Victory-Over/SuperWeb,177,77,180045,0,2,2,1,92,0,0,10,814,1.41,7,2,True,False,True,896,162,896,24,Java,53531,2917.23,21.22,58.0,Moderate,True,True
codingXiaxw/ssm,195,44,213684,0,0,0,0,21,0,0,30,418,1.01,4,1,True,False,False,895,430,895,1,Java,10845,3573.91,33.34,50.5,Needs Improvement,True,True
Foreveriss/SpringBoot,1205,1306,26369,0,210,0,42,174,0,8,0,422,1.04,7,2,False,False,False,895,528,895,3,Java,359,3349.1,12.0,49.5,Needs Improvement,True,True
gauravk95/audio-visualizer-android,96,60,29246,0,0,0,0,25,0,0,65,152,1.32,4,1,True,True,True,895,142,895,31,Java,4118,2918.9,9.57,76.25,Good,True,True
nccgroup/AutoRepeater,39,10,37838,0,1,0,0,26,0,0,55,433,4.74,3,1,True,True,True,895,119,895,30,Java,6322,3179.69,22.7,71.75,Good,True,True
ChinaLHR/JavaQuarkBBS,414,150,46880,0,33,20,36,131,0,0,30,1105,12.25,7,2,True,True,True,894,371,894,7,Java,3251,3318.03,13.13,53.0,Needs Improvement,True,True
singwhatiwanna/PinnedHeaderExpandableListView,36,18,5386,0,0,0,0,6,0,0,20,69,1.55,4,1,True,True,True,894,389,894,11,Java,994,4494.3,13.93,69.5,Moderate,True,True
selendroid/selendroid,588,210,121218,0,16,6,12,415,0,7,40,2555,8.42,11,2,True,False,True,894,431,894,157,Java,15774,4984.22,23.03,58.5,Moderate,True,True
fupinglee/ShiroScan,64,12,69319,0,0,0,0,39,0,24,20,108,4.36,3,1,True,False,True,894,98,894,10,Java,8143,2265.38,15.3,58.5,Moderate,True,True
polyak01/IconSwitch,59,39,14532,0,0,0,0,6,0,0,55,149,1.71,3,1,True,False,True,894,121,894,7,Java,1142,3439.46,19.9,64.75,Moderate,True,True
kaleai/CommonAdapter,62,34,6410,0,0,0,0,27,0,0,30,214,1.21,3,1,True,True,True,893,181,893,3,Java,782,4122.45,38.83,70.5,Good,True,True
sAleksovski/react-native-android-widget,280,72,115682,0,0,3,9,42,0,51,60,449,1.74,10,3,True,True,True,892,35,892,1,Java,14395,1464.01,0.99,74.0,Good,True,True
sdwfqin/AndroidQuick,238,126,50684,0,0,0,0,46,0,0,40,365,1.16,4,1,True,True,True,892,168,892,0,Java,75531,3135.28,147.39,71.5,Good,True,True
zhhr1122/z_comic_new,418,61,135715,0,0,0,0,167,0,0,20,1587,1.28,3,1,True,False,True,892,203,892,15,Java,19799,3325.95,25.15,59.5,Moderate,True,True
eson15/Javaweb_bookstore,118,30,27963,0,0,0,0,36,0,0,10,134,1.37,5,1,True,False,False,892,465,892,17,Java,2741,3923.12,27.0,48.0,Needs Improvement,True,True
dieforfree/qart4j,37,12,8371,0,0,0,0,28,0,10,45,171,2.42,4,1,True,False,True,892,105,892,0,Java,1168,3839.46,17.71,71.25,Good,True,True
liyupi/yu-auto-reply,55,34,7620,0,0,0,0,36,0,13,20,40,1.52,7,2,True,False,True,891,361,891,14,Java,768,1254.97,17.13,64.5,Moderate,True,True
reactiverse/es4x,651,296,102642,0,0,1,100,145,0,41,50,2822,2.84,13,4,True,True,True,891,74,891,53,Java,58145,3090.97,67.18,71.5,Good,True,True
Hitomis/SpinMenu,66,38,130214,0,0,0,0,18,0,0,45,101,1.41,3,1,True,False,True,890,124,890,3,Java,10651,3638.44,3.34,63.75,Moderate,True,True
neild001/SeekArc,64,31,7067,0,0,0,0,6,0,0,90,72,1.01,5,1,True,True,True,890,291,890,49,Java,1151,4681.08,34.87,79.5,Good,True,True
shts/StoriesProgressView,51,43,172969,0,0,0,0,5,0,0,70,49,1.06,3,1,True,True,True,890,201,890,40,Java,51941,3327.23,59.66,76.5,Good,True,True
PeachBlossom/treader,178,48,419720,0,0,0,0,53,0,0,10,650,1.53,3,1,True,False,True,890,216,890,18,Java,34798,3705.16,23.31,58.0,Moderate,True,True
hanhailong/FlowTag,53,53,2445,0,0,0,0,10,0,0,10,42,1.33,4,1,True,True,True,890,176,890,21,Java,104,3967.16,11.44,68.0,Moderate,True,True
AlmasB/FXGLGames,695,360,462849,0,0,1,0,268,0,0,50,1164,1.19,9,1,True,True,True,889,346,889,17,Java,181439,3897.1,5.04,74.5,Good,True,True
SpaceMadness/lunar-unity-console,891,200,98632,0,0,0,0,166,0,0,80,1615,1.88,13,1,True,False,True,888,126,888,38,Java,4811,4036.31,1.52,69.0,Moderate,True,True
wasabeef/fresco-processors,54,36,33602,0,0,0,0,21,0,0,40,61,1.39,4,1,True,True,True,888,128,888,11,Java,3513,4154.94,90.89,71.5,Good,True,True
Jamling/SmartIM4IntelliJ,161,20,10600,0,0,1,0,82,0,0,20,475,1.82,4,1,True,True,True,888,102,888,46,Java,5231,3350.45,13.24,69.5,Moderate,True,True
PaperMC/adventure,633,307,77387,0,1,0,0,583,0,0,65,3347,2.11,9,1,True,False,True,887,159,887,148,Java,8674,3496.85,8.55,66.25,Moderate,True,True
Shuyun123/LKShop,568,108,107621,0,0,0,0,116,0,0,30,1005,1.34,4,1,True,False,True,887,400,887,5,Java,20950,3716.31,23.59,61.0,Moderate,True,True
hieuvp/react-native-fingerprint-scanner,93,42,42108,0,0,0,20,4,0,5,70,46,3.04,10,3,True,False,True,887,299,887,75,Java,2469,3376.21,12.52,72.0,Good,True,True
FongMi/CatVodSpider,103,37,193317,0,0,0,0,73,0,0,10,643,1.41,6,1,True,False,True,887,906,887,0,Java,27283,1469.28,1.28,58.5,Moderate,True,True
Michaelvilleneuve/react-native-document-scanner,327,81,1651827,0,0,0,7,115,0,7,55,1913,1.22,8,3,True,False,True,887,292,887,56,Java,86006,3355.28,5.11,73.25,Good,True,True
DayorNight/BLCS,810,134,221655,0,0,0,0,408,0,0,30,3894,1.43,5,1,True,False,True,886,177,886,4,Java,71568,2903.91,52.23,60.5,Moderate,True,True
saturnism/grpc-by-example-java,209,320,10495,0,1,0,0,68,0,12,25,149,1.85,7,2,True,True,True,885,329,885,26,Java,341,3661.77,31.48,74.75,Good,True,True
apiman/apiman,3955,2254,421940,0,197,6,12,1450,0,196,80,8611,2.37,15,4,True,True,True,885,353,885,260,Java,64370,4755.18,5.53,70.0,Good,True,True
jenly1314/WeChatQRCode,289,178,1076426,0,0,0,0,150,0,0,40,3330,2.61,8,1,True,True,True,885,163,885,0,Java,609558,1863.17,2.92,73.0,Good,True,True
oubowu/StickyItemDecoration,58,45,3804,0,0,0,0,15,0,0,30,144,1.04,5,1,True,False,True,884,85,884,9,Java,123,3519.92,21.21,61.0,Moderate,True,True
RichardGong/PlayWithCompiler,515,93,434531,0,2,0,3,109,20,0,25,3361,1.25,12,2,True,False,True,884,389,884,28,Java,17783,2642.56,12.85,60.25,Moderate,True,True
smanikandan14/Volley-demo,67,30,18828,0,0,0,0,21,0,0,75,189,1.41,4,1,True,False,False,884,418,884,4,Java,1996,4818.19,82.8,57.25,Moderate,True,True
InterviewReady/Low-Level-Design,107,65,10490,0,0,0,0,43,0,0,30,193,1.18,3,1,True,False,False,884,208,884,1,Java,888,1475.14,3.83,51.5,Needs Improvement,True,True
kstyrc/embedded-redis,39,14,93526,0,0,0,0,30,0,13,70,102,1.6,4,1,True,False,True,883,371,883,68,Java,6758,4765.92,0.06,72.5,Good,True,True
houko/SpringBootUnity,269,214,35933,0,6,1,0,134,0,23,40,542,1.69,8,1,True,True,True,884,433,884,6,Java,14015,3802.42,47.74,74.0,Good,True,True
Alanosy/online-exam-system-backend,370,88,146921,33,0,0,0,265,0,39,40,372,3.46,8,3,True,True,True,885,88,885,22,Java,60193,820.29,0.41,72.0,Good,True,True
SoftInstigate/restheart,1144,470,208572,0,11,0,7,762,0,83,80,4128,4.14,12,4,True,False,True,883,178,883,23,Java,53903,4304.83,6.01,60.0,Moderate,True,True
martin90s/ImagePicker,120,57,11001,0,0,0,0,64,0,0,20,688,1.81,3,1,True,False,True,883,150,883,16,Java,160,3510.24,16.31,59.5,Moderate,True,True
alt236/Bluetooth-LE-Library---Android,186,93,77804,0,0,0,0,42,0,0,65,206,1.5,7,1,True,True,True,883,324,883,14,Java,14038,4545.85,10.52,76.25,Good,True,True
AuthMe/AuthMeReloaded,943,314,155857,0,4,0,0,770,0,76,90,4210,2.56,10,1,True,True,True,883,579,883,64,Java,100748,4922.56,1.98,78.5,Good,True,True
cckuailong/JNDI-Injection-Exploit-Plus,149,28,642948,0,0,0,0,122,0,56,60,252,6.08,4,1,True,True,True,881,114,881,3,Java,89220,1504.42,0.46,67.0,Moderate,True,True
slymax/webview,24,18,1271,0,1,0,0,2,0,0,50,3,1.67,4,1,True,False,True,881,571,881,2,Java,112,4225.47,4.09,64.5,Moderate,True,True
samskivert/jmustache,32,20,6366,0,0,0,0,16,0,14,55,473,1.43,4,1,True,True,True,881,134,881,15,Java,755,5788.89,3.22,80.25,Good,True,True
BottegaIT/ddd-leaven-v2,194,107,11376,0,0,0,0,169,0,20,50,367,2.01,5,1,True,False,True,881,248,881,2,Java,385,4649.99,24.43,69.0,Moderate,True,True
kongnanlive/SearchMenuAnim,33,27,1508,0,0,0,0,2,0,0,10,4,1.25,3,1,True,False,True,881,116,881,2,Java,90,4199.42,13.94,58.0,Moderate,True,True
mCyp/Orient-Ui,207,93,116456,0,0,0,0,73,0,0,30,656,1.62,3,1,True,False,True,880,126,880,14,Java,14068,2579.53,3.36,61.5,Moderate,True,True
Rano1/TopNews,370,57,53176,0,0,0,0,59,0,0,20,752,1.84,4,1,True,False,True,880,467,880,3,Java,4490,4490.21,10.38,59.5,Moderate,True,True
tls-attacker/TLS-Attacker,2382,372,222668,4,0,0,0,2082,0,49,90,12562,1.78,8,2,True,True,True,880,147,880,34,Java,38047,3784.01,6.42,78.5,Good,True,True
DingProg/Makeup,84,40,37082,0,0,0,0,25,0,0,10,138,1.58,4,1,True,False,True,879,153,879,0,Java,71062,2579.43,19.31,58.0,Moderate,True,True
dearbinge/dubbo-spring-boot-mybatis-redis,85,78,2603,0,0,0,0,18,0,30,20,54,1.22,3,1,True,False,True,879,541,879,8,Java,29,3799.19,1.93,62.0,Moderate,True,True
amazon-ion/ion-java,479,55,142177,0,1,0,0,441,0,0,70,5517,2.46,6,1,True,True,True,879,130,879,167,Java,10606,3977.76,23.52,77.0,Good,True,True
chromiumembedded/java-cef,455,47,111491,35,6,0,0,165,74,0,90,1480,2.76,11,2,True,True,True,879,202,879,92,Java,42359,3436.81,1.1,80.5,Good,True,True
rahulrj/YahooNewsOnboarding,59,27,30040,0,0,0,0,7,0,0,45,67,1.45,3,1,True,False,True,879,167,879,5,Java,2924,4003.84,78.96,62.75,Moderate,True,True
all4you/sentinel-tutorial,186,86,160951,0,0,0,0,13,0,1,10,38,1.29,3,1,True,True,True,879,317,879,14,Java,23452,2781.92,32.12,75.5,Good,True,True
moxi624/LearningNotes,5759,2043,5639228,65,5,0,12,301,0,41,40,712,2.4,14,4,True,True,True,878,196,878,49,Java,987457,2443.28,3.21,71.0,Good,True,True
wolpi/prim-ftpd,890,163,80005,2,7,0,0,408,0,0,65,2705,2.57,8,2,True,True,True,878,97,878,60,Java,17943,5200.9,2.21,76.75,Good,True,True
SpringForAll/springcloud-thoth,561,299,17418,0,0,0,0,147,0,0,25,596,1.32,4,1,True,False,True,878,416,878,19,Java,402,3223.08,3.01,60.75,Moderate,True,True
emmaguy/clean-status-bar,189,37,31574,0,0,0,0,13,0,0,40,142,1.22,4,1,True,False,True,878,83,878,18,Java,9082,4374.89,33.06,62.0,Moderate,True,True
wuliaokankan/WeChat.CRM.SDK,666,149,231853,0,0,25,93,234,0,72,30,6681,4.16,12,3,True,False,True,878,315,878,34,Java,5082,2710.38,30.01,55.5,Moderate,True,True
yegor256/takes,594,97,48819,0,2,0,0,536,0,50,90,1177,2.85,8,1,True,False,True,878,215,878,52,Java,76582,4252.87,1.72,68.5,Moderate,True,True
NightWhistler/HtmlSpanner,56,19,5888,0,0,0,0,46,0,6,55,284,1.6,4,1,True,False,True,878,209,878,38,Java,383,5351.87,47.4,72.25,Good,True,True
palantir/palantir-java-format,768,181,47316,0,1,3,0,137,0,10,90,1192,3.52,11,2,True,True,True,877,96,877,157,Java,5945,2515.75,1.23,85.5,Excellent,True,True
CoXier/LowPoly,41,53,11426,0,0,0,0,6,0,0,45,4,2.0,3,1,True,False,True,877,71,877,1,Java,954,3637.01,21.19,63.25,Moderate,True,True
dromara/sureness,629,303,76303,0,3,12,12,226,0,31,90,928,1.78,11,3,True,True,True,877,161,877,22,Java,8695,2777.93,7.37,82.0,Good,True,True
woxingxiao/GracefulMovies,184,63,21063,0,0,0,0,71,0,0,30,431,1.51,5,1,True,True,True,877,189,877,2,Java,3336,3477.26,3.35,71.5,Good,True,True
PlaytikaOSS/testcontainers-spring-boot,874,976,37685,0,2,0,0,450,0,14,0,957,1.55,9,1,True,True,True,877,256,877,27,Java,7783,3233.78,0.35,72.0,Good,True,True
hitherejoe/MVVM_Hacker_News,86,53,6513,0,0,0,0,40,0,0,45,172,1.34,5,1,True,False,True,877,117,877,7,Java,4829,4023.11,25.12,63.25,Moderate,True,True
xuexiangjys/TemplateAppProject,172,67,13991,0,0,0,0,68,0,0,20,591,1.13,6,1,True,True,True,877,243,877,0,Java,526,2673.88,31.2,69.0,Moderate,True,True
gorbin/ASNE,207,132,29697,0,0,0,0,48,0,0,90,676,1.91,4,1,True,False,True,877,225,877,61,Java,4428,4414.1,5.39,70.5,Good,True,True
Meetic/Shuffle,102,49,121222,0,0,0,0,24,0,0,65,192,1.27,4,1,True,False,True,876,83,876,7,Java,12215,3771.01,90.9,65.25,Moderate,True,True
cctanfujun/ProgressRoundButton,46,42,33721,0,0,0,0,7,0,0,65,123,1.0,3,1,True,True,True,876,164,876,5,Java,13819,3977.43,6.52,76.75,Good,True,True
palatable/lambda,648,96,49676,0,0,0,0,639,0,8,80,4087,1.14,4,1,True,True,True,876,84,876,17,Java,5844,4598.66,17.03,86.5,Excellent,True,True
hongyangAndroid/MagicViewPager,58,39,82925,0,0,0,0,12,0,0,20,59,3.53,3,1,True,True,True,876,209,876,8,Java,8905,3767.44,172.0,65.5,Moderate,True,True
Cleveroad/MusicBobber,103,40,135935,0,0,0,0,21,0,0,80,427,1.32,3,1,True,True,True,876,180,876,4,Java,17190,3831.24,21.17,78.5,Good,True,True
H07000223/FlycoLabelView,47,32,18840,0,0,0,0,2,0,0,20,35,1.0,3,1,True,False,True,876,163,876,4,Java,1836,3910.92,127.19,58.5,Moderate,True,True
fenjuly/ToggleExpandLayout,35,37,2215,0,0,0,0,6,0,0,45,60,1.07,3,1,True,True,True,875,140,875,5,Java,87,4018.18,81.77,72.75,Good,True,True
tigerguixh/QuickNews,781,98,181708,0,0,0,0,361,0,0,20,4213,1.76,4,1,True,False,True,875,531,875,5,Java,14722,4395.52,2.18,60.0,Moderate,True,True
whgojp/JavaSecLab,730,272,414838,0,110,46,120,129,0,41,90,5597,10.94,13,4,True,True,True,876,77,876,2,Java,49377,836.05,0.17,66.5,Moderate,True,True
h4de5ing/AndroidCommon,63,44,6665,0,0,0,0,28,0,0,90,323,1.98,3,1,True,False,True,875,235,875,1,Java,377,3767.22,39.52,69.5,Moderate,True,True
FabricMC/fabric-loader,282,135,44274,0,0,0,0,203,0,0,20,1420,3.44,5,1,True,True,True,876,336,876,156,Java,2535,3667.07,0.21,67.0,Moderate,True,True
espertechinc/esper,8828,1307,916467,0,133,1,0,8294,0,4,40,56464,1.65,8,1,True,True,True,875,265,875,16,Java,47674,4163.9,77.33,80.0,Good,True,True
lmdbjava/lmdbjava,112,15,20399,0,0,0,0,95,0,35,75,990,1.73,5,1,True,False,True,874,126,874,14,Java,2389,3737.72,1.0,70.25,Good,True,True
burgessjp/ThemeSkinning,114,72,573326,0,0,0,0,43,0,0,40,211,1.72,4,1,True,False,True,873,194,873,14,Java,40110,3708.3,25.94,62.5,Moderate,True,True
alchemystar/Freedom,166,53,16348,0,0,0,0,156,0,23,20,1075,2.05,3,1,True,False,True,873,176,873,9,Java,397,3267.28,30.53,61.0,Moderate,True,True
jumpmindinc/symmetric-ds,1868,419,380155,0,0,3,1,1263,0,43,90,13548,3.4,14,4,True,False,True,873,241,873,14,Java,153239,4053.0,2.84,65.5,Moderate,True,True
iammert/AndroidArchitecture,77,45,8082,0,0,0,0,34,0,0,55,84,1.49,3,1,True,False,True,873,187,873,13,Java,1381,3391.05,5.19,65.25,Moderate,True,True
smallnew/react-native-multibundler,140,54,189834,0,0,0,19,13,0,18,55,97,2.69,8,3,True,True,True,873,188,873,31,Java,71830,2875.32,9.16,79.75,Good,True,True
dannytiehui/androidpn,590,223,342190,0,52,6,6,139,0,0,10,995,6.22,8,2,True,False,False,873,527,873,4,Java,19329,5252.36,36.88,40.5,Needs Improvement,True,True
YoKeyword/ItemTouchHelperDemo,53,24,2637,0,0,0,0,9,0,0,10,61,1.25,3,1,True,False,True,872,185,872,2,Java,102,3891.37,25.93,58.0,Moderate,True,True
amnesica/KryptEY,1072,163,161184,0,0,0,0,156,0,0,55,1750,2.77,4,1,True,False,True,873,40,873,22,Java,9318,1205.09,0.06,65.25,Moderate,True,True
CIDARLAB/cello,2567,700,33140433,8,11,44,31,171,0,34,80,1260,7.75,13,5,True,False,True,871,142,871,39,Java,278523,3914.56,5.14,64.0,Moderate,True,True
chinalwb/Android-Rich-text-Editor,360,74,71076,0,0,0,0,154,0,0,65,1169,1.65,5,1,True,True,True,871,170,871,92,Java,43687,3374.02,34.02,75.75,Good,True,True
osopromadze/Spring-Boot-Blog-REST-API,112,31,7035,0,0,0,0,90,0,22,70,228,1.09,6,2,True,True,True,871,369,871,16,Java,312,2852.06,3.08,79.5,Good,True,True
SincereXIA/XidianCS,1635,538,15330949,24,27,9,59,145,43,20,40,1094,3.79,15,6,True,True,True,872,122,872,3,Java,871440,2848.4,0.22,75.0,Good,True,True
xdrop/fuzzywuzzy,44,23,3790,0,0,0,0,27,0,3,60,129,2.53,6,1,True,True,True,870,130,870,19,Java,425,3640.73,33.35,83.0,Good,True,True
javalite/javalite,1645,505,130226,0,8,0,2,987,0,45,45,4434,2.08,13,2,True,True,True,870,208,870,207,Java,25721,4839.27,16.2,71.25,Good,True,True
matrixxun/PullToZoomInListView,39,49,24780,0,0,0,0,6,0,0,55,30,1.0,3,1,True,False,True,869,258,869,1,Java,15521,4465.96,34.89,64.25,Moderate,True,True
bigmeow/JWT,32,10,25808,0,2,0,1,8,0,0,20,88,24.73,6,2,True,True,True,869,288,869,1,Java,3151,3792.41,36.89,46.0,Needs Improvement,True,True
rememberber/WeSync,133,26,26451,0,0,0,0,34,0,14,20,191,3.36,6,1,True,False,False,869,299,869,10,Java,12003,3469.19,18.5,51.5,Needs Improvement,True,True
snakerflow/snakerflow,269,177,22200,0,0,0,1,198,0,3,20,1002,1.85,6,2,True,False,True,869,538,869,12,Java,7233,4584.34,21.53,67.5,Moderate,True,True
lovebing/react-native-baidu-map,246,59,289902,0,1,0,18,66,0,2,60,562,1.4,10,3,True,True,True,868,325,868,235,Java,71690,3788.13,16.51,83.5,Good,True,True
TartaricAcid/TouhouLittleMaid,3680,575,1423201,1,0,0,2,1488,0,0,65,8807,1.72,8,3,True,False,True,869,153,869,219,Java,215984,2618.15,0.48,66.75,Moderate,True,True
lguipeng/BubbleView,44,41,3865,0,0,0,0,9,0,0,45,77,1.12,3,1,True,False,True,868,168,868,11,Java,248,4144.54,35.56,62.75,Moderate,True,True
naman14/MaterialPowerMenu,50,25,8819,0,0,0,0,12,0,0,30,143,1.03,3,1,True,False,True,868,149,868,5,Java,3190,4182.95,73.28,60.5,Moderate,True,True
freedom-introvert/biliSendCommAntifraud,266,39,64210,0,0,0,1,118,0,0,30,792,2.09,6,2,True,False,True,867,28,867,73,Java,31654,1251.59,2.48,61.5,Moderate,True,True
kingideayou/TagCloudView,60,39,57774,0,0,0,0,2,0,0,45,29,1.41,3,1,True,False,True,867,181,867,15,Java,6733,4050.23,127.19,62.25,Moderate,True,True
huanzi-qch/springBoot,833,763,191888,0,92,29,169,287,0,8,30,3269,18.59,10,3,True,True,True,867,236,867,7,Java,4002,2608.47,4.91,61.5,Moderate,True,True
spring-projects/spring-data-neo4j,1007,190,133586,0,0,0,0,861,0,72,0,6084,1.79,7,2,True,False,True,867,615,867,35,Java,33941,5450.71,3.15,55.0,Moderate,True,True
ebarrenechea/header-decor,56,42,3821,0,0,0,0,17,0,0,30,117,1.52,4,1,True,True,True,866,155,866,25,Java,244,4165.77,21.2,71.0,Good,True,True
swagger-api/swagger-parser,1015,382,205120,7,2,2,6,121,0,20,90,5813,6.41,11,3,True,True,True,866,557,866,330,Java,9504,4513.92,2.44,78.5,Good,True,True
wala/WALA,2584,739,376803,0,28,0,126,2109,6,5,80,18834,2.07,13,3,True,True,True,866,243,866,151,Java,64300,5259.8,3.52,87.0,Excellent,True,True
allegro/hermes,2296,854,203312,3,1,1,0,1531,0,45,80,9591,1.42,14,4,True,True,True,866,219,866,7,Java,327492,4125.25,0.77,77.0,Good,True,True
petoncle/mousemaster,352,41,221168,0,0,0,0,242,0,20,80,2684,2.5,7,1,True,False,True,866,45,866,20,Java,46999,979.74,0.17,74.0,Good,True,True
MizzleDK/Mizuu,732,66,87728,0,0,0,0,211,0,0,60,3042,1.76,4,1,True,False,True,865,189,865,27,Java,128490,4922.74,79.18,65.0,Moderate,True,True
shts/TriangleLabelView,49,57,26815,0,0,0,0,6,0,0,70,44,1.09,3,1,True,False,True,865,120,865,5,Java,2964,3816.41,32.28,66.5,Moderate,True,True
maxmind/GeoIP2-java,85,31,11814,0,3,1,0,52,0,25,90,237,3.16,9,1,True,True,True,864,207,864,3,Java,7821,4898.68,2.35,79.5,Good,True,True
ata4/bspsrc,340,125,390283,1,0,0,0,285,0,24,60,1410,2.12,6,2,True,False,True,865,95,865,39,Java,4366,5400.73,0.42,68.0,Moderate,True,True
deepmedia/Transcoder,198,69,344433,0,0,0,0,67,0,0,70,310,2.05,6,1,True,True,True,864,180,864,32,Java,44665,2816.85,3.05,77.5,Good,True,True
stefanjauker/BadgeView,46,32,10485,0,0,0,0,8,0,0,60,38,1.5,4,1,True,False,True,864,374,864,9,Java,789,4990.73,18.01,65.5,Moderate,True,True
risesoft-y9/WorkFlow-Engine,3355,750,2039132,0,19,61,656,1216,0,99,55,42397,7.9,14,4,True,True,True,864,152,864,1,Java,162221,734.48,2.29,62.25,Moderate,True,True
quickmsg/smqtt,456,282,48295,0,1,0,66,258,0,61,40,867,1.68,10,3,True,True,True,863,202,863,7,Java,5977,1952.47,5.18,71.0,Good,True,True
AlloyTools/org.alloytools.alloy,978,247,454128,0,36,1,0,549,2,0,80,7291,3.25,11,1,True,True,True,863,149,863,50,Java,130538,3328.9,2.32,76.0,Good,True,True
AnliaLee/BookPage,19,22,1793,0,0,0,0,10,0,0,10,72,1.15,3,1,True,True,True,863,162,863,8,Java,24,3236.41,4.18,68.5,Moderate,True,True
glomadrian/MvpCleanArchitecture,106,54,7902,0,0,0,0,66,0,0,45,218,1.14,4,1,True,False,True,863,173,863,4,Java,996,4293.63,16.12,63.25,Moderate,True,True
