repository,total_files,total_folders,lines,python,html,css,javascript,java,cpp,dependency_count,readme_score,functions,complexity,language_count,tech_stack_count,has_readme,has_license,has_gitignore,stars,forks,watchers,open_issues,language,size,created_days,updated_days,health_score,health_grade,complexity_supported,functions_supported
dom4j/dom4j,446,66,102914,0,2,0,0,329,0,0,45,2370,2.46,5,1,True,True,True,950,240,950,68,Java,35649,4077.16,11.26,73.25,Good,True,True
rometools/rome,983,238,712030,0,29,1,0,493,0,26,50,3230,2.46,7,1,True,True,True,950,167,950,29,Java,73584,4723.86,36.29,75.5,Good,True,True
ufo22940268/android-justifiedtextview,51,40,6161,0,0,0,0,5,0,0,35,19,2.53,4,1,True,False,True,949,240,949,30,Java,2653,4545.23,16.97,61.75,Moderate,True,True
Puliczek/CVE-2021-44228-PoC-log4j-bypass-words,4,3,329,0,0,0,0,1,0,3,55,1,1.0,3,1,True,False,True,949,133,949,1,Java,27,1723.61,9.08,72.75,Good,True,True
OWASP/java-html-sanitizer,117,47,108247,0,4,0,2,77,0,30,90,916,3.35,9,2,True,False,True,949,235,949,141,Java,28531,4142.87,2.2,69.5,Moderate,True,True
open-pdf-sign/open-pdf-sign,43,14,3951,0,0,0,0,18,0,31,90,32,15.06,4,1,True,True,True,949,53,949,32,Java,250,1861.81,15.0,64.0,Moderate,True,True
maruohon/litematica,260,53,47085,0,0,0,0,238,0,0,65,2296,2.21,5,1,True,False,True,949,344,949,539,Java,6422,3070.54,3.1,66.75,Moderate,True,True
akaita/easylauncher-gradle-plugin,94,63,4917,0,0,0,0,9,0,0,55,63,1.3,5,1,True,True,True,948,51,948,25,Java,392,3121.75,53.48,74.25,Good,True,True
essentials/Essentials,446,79,82996,0,0,0,0,369,0,20,40,2769,2.79,5,1,True,True,True,948,1267,948,9,Java,338968,5581.63,3.08,78.0,Good,True,True
fenjuly/ArrowDownloadButton,34,38,4213,0,0,0,0,4,0,0,45,34,1.09,3,1,True,True,True,948,156,948,3,Java,291,4035.08,6.5,73.75,Good,True,True
nielsbasjes/yauaa,969,600,375592,0,31,2,0,334,0,48,50,2547,2.26,14,2,True,True,True,947,146,947,3,Java,108117,3708.94,0.93,72.5,Good,True,True
sukritishah15/DS-Algo-Point,485,20,67878,84,0,0,32,108,121,0,60,710,3.08,11,3,True,True,False,947,274,947,153,Java,4105,2161.97,10.31,62.5,Moderate,True,True
he2121/MyRPCFromZero,344,93,10055,0,0,0,0,153,0,6,30,192,1.1,3,1,True,True,True,947,157,947,7,Java,330,2216.38,9.26,79.0,Good,True,True
apereo/java-cas-client,173,91,19233,0,2,0,0,140,0,23,55,713,2.81,7,1,True,True,True,946,603,946,4,Java,3236,5289.45,4.72,77.25,Good,True,True
MountCloud/BehinderClientSource,682,36,270110,0,8,2,10,105,0,15,10,1064,14.26,8,2,True,False,True,947,285,947,10,Java,16007,2187.86,0.28,45.5,Needs Improvement,True,True
TogetherOS/cicada,109,113,6322,0,0,0,0,89,0,13,70,232,1.56,5,1,True,True,True,946,207,946,12,Java,289,2922.4,4.02,82.5,Good,True,True
nekocode/Badge,39,29,4405,0,0,0,0,2,0,0,45,62,1.0,3,1,True,True,True,945,124,945,5,Java,987,3745.23,21.15,73.25,Good,True,True
AdevintaSpain/Parallax-Layer-Layout,53,34,26873,0,0,0,0,4,0,0,70,42,1.17,5,1,True,False,True,945,81,945,7,Java,2035,3686.21,21.16,67.0,Moderate,True,True
fishwjy/VideoCompressor,61,49,23268,0,0,0,0,15,0,0,45,139,2.46,4,1,True,True,True,945,195,945,45,Java,1296,3272.15,5.82,73.75,Good,True,True
Rapsssito/react-native-background-actions,96,46,20061,0,0,0,11,6,0,20,70,48,3.69,10,3,True,True,True,943,143,943,27,Java,716,2419.77,20.05,79.0,Good,True,True
abel533/Mybatis-Spring,39,31,2673,0,0,1,1,18,0,33,20,162,11.59,6,2,True,False,True,943,587,943,34,Java,1911,4299.85,81.48,49.0,Needs Improvement,True,True
bluejoe2008/openwebflow,771,127,1142701,0,343,1,0,114,0,25,30,424,1.27,9,1,True,True,True,942,507,942,14,Java,35656,4343.14,21.5,73.0,Good,True,True
cloudera/flume,749,251,111295,1,4,3,0,545,1,34,40,2667,3.51,9,2,True,True,True,942,209,942,5,Java,47820,5925.75,23.64,71.5,Good,True,True
crashub/crash,730,304,86277,0,2,3,8,571,0,68,20,3086,3.88,8,2,True,False,True,942,176,942,9,Java,20678,5630.71,2.84,55.0,Moderate,True,True
codecentric/chaos-monkey-spring-boot,262,216,28280,0,0,0,0,180,0,13,90,554,1.64,9,2,True,True,True,941,173,941,15,Java,6402,3433.23,25.51,85.0,Excellent,True,True
HbmMods/Hbm-s-Nuclear-Tech-GIT,10897,334,1988975,3,0,0,0,3465,0,0,90,28105,2.08,6,2,True,True,True,941,509,941,121,Java,195359,3420.78,1.04,80.5,Good,True,True
matteobaccan/owner,1437,186,97620,0,0,1,0,373,0,32,90,2817,2.34,8,2,True,True,True,940,213,940,1,Java,48812,4998.32,0.83,82.5,Good,True,True
chrisbanes/photup,430,61,30372,0,1,0,0,100,0,0,30,818,1.7,5,1,True,False,True,940,319,940,3,Java,37229,4975.14,13.86,61.0,Moderate,True,True
superblaubeere27/obfuscator,130,62,15654,0,0,0,1,96,0,1,55,374,4.21,6,2,True,True,True,940,250,940,67,Java,837,3034.19,2.3,80.25,Good,True,True
linkedin/PalDB,55,24,10906,0,4,0,0,41,0,0,65,522,2.03,4,1,True,True,True,940,180,940,12,Java,365,4079.92,16.26,76.25,Good,True,True
stateless4j/stateless4j,49,21,4673,0,0,0,0,44,0,12,65,338,1.21,4,1,True,False,True,940,188,940,13,Java,275,4531.17,25.99,71.25,Good,True,True
spring-guides/tut-spring-boot-oauth2,47,64,2816,0,5,0,0,10,0,1,0,17,1.76,5,1,True,False,True,940,758,940,49,Java,270,3932.08,24.1,64.5,Moderate,True,True
Keyfactor/ejbca-ce,3519,1260,1603726,0,2,30,5,2610,0,0,75,22800,6.58,12,2,True,True,True,939,159,939,18,Java,985818,1997.13,2.95,71.25,Good,True,True
Shinelw/ColorArcProgressBar,50,50,16602,0,0,0,0,6,0,0,35,29,1.14,3,1,True,False,True,939,190,939,27,Java,1164,3922.08,95.93,60.75,Moderate,True,True
86dbs/dbsyncer,1211,694,191055,0,73,21,25,969,0,39,40,8202,2.64,10,3,True,True,True,939,150,939,3,Java,14411,1419.3,2.45,75.0,Good,True,True
HimitZH/HOJ,1083,249,623387,0,7,6,44,698,0,49,30,1927,4.77,11,3,True,True,True,938,205,938,10,Java,239512,1925.46,7.59,66.0,Moderate,True,True
cowtowncoder/java-uuid-generator,69,27,12284,0,1,0,0,42,0,15,90,346,3.29,6,1,True,True,True,938,121,938,4,Java,1254,6009.45,13.09,82.0,Good,True,True
kawhii/sso,186,171,11087,0,4,1,0,82,0,2,55,162,1.37,11,2,True,True,True,938,420,938,15,Java,445,3278.52,9.17,82.75,Good,True,True
CycloneAxe/phphub-android,684,92,52773,0,0,0,1,103,0,0,55,716,1.4,5,2,True,True,True,937,272,937,5,Java,3210,3996.18,48.01,74.25,Good,True,True
uber/uReplicator,216,117,34555,0,0,0,0,138,0,56,50,1013,2.45,6,2,True,True,True,936,194,936,78,Java,2335,3741.79,29.91,72.0,Good,True,True
EngineHub/WorldGuard,378,107,52190,0,0,0,0,329,0,0,50,2123,2.92,8,1,True,False,True,936,670,936,160,Java,6765,5764.42,8.65,64.0,Moderate,True,True
jiangzehui/xmpp,645,128,369603,0,1,0,0,133,0,0,40,1450,1.51,6,1,True,True,True,936,274,936,4,Java,38441,3614.02,17.39,72.5,Good,True,True
cundong/ZhihuPaper,185,30,26102,0,2,3,6,57,0,0,30,506,2.3,8,2,True,False,True,936,405,936,4,Java,15952,4375.99,133.91,60.0,Moderate,True,True
beanshell/beanshell,505,49,71247,0,5,0,0,213,0,12,90,1960,3.85,7,1,True,True,True,935,183,935,110,Java,16099,3993.91,9.58,82.0,Good,True,True
apolloconfig/apollo-use-cases,98,216,3262,0,0,0,0,35,0,23,50,61,1.48,5,1,True,True,True,935,388,935,17,Java,132,2989.87,19.15,76.0,Good,True,True
yushijinhun/authlib-injector,130,40,15465,0,1,0,0,84,0,0,50,424,3.53,7,1,True,False,True,936,106,936,45,Java,1442,3304.99,0.27,61.5,Moderate,True,True
uniVocity/univocity-parsers,586,73,66995,0,1,0,0,449,0,14,30,3100,2.54,6,1,True,False,True,935,248,935,102,Java,3467,4432.37,11.98,66.0,Moderate,True,True
myxh/CoolShopping,673,103,431636,0,0,0,0,125,0,0,30,1191,1.79,5,1,True,False,True,935,385,935,0,Java,46568,3647.01,32.22,60.5,Moderate,True,True
caozongpeng/SpringBootBlog,700,225,156612,0,127,70,226,68,0,36,20,4160,8.91,10,3,True,True,True,935,231,935,18,Java,44099,2961.06,10.76,59.5,Moderate,True,True
AOL-archive/micro-server,1049,1700,51506,0,0,0,0,889,0,0,80,2083,1.3,4,1,True,True,True,935,211,935,48,Java,8327,4205.65,3.22,79.0,Good,True,True
diegodobelo/AndroidExpandingViewLibrary,88,62,13009,0,13,1,0,8,0,0,65,79,1.03,5,1,True,False,True,934,120,934,18,Java,992,3763.77,52.45,65.75,Moderate,True,True
mitchtabian/Android-Instagram-Clone,314,54,39403,0,0,0,0,94,0,0,45,1378,1.95,4,1,True,False,True,933,469,933,27,Java,1567,3380.93,22.38,63.25,Moderate,True,True
jjenkov/java-nio-server,23,12,1659,0,0,0,0,21,0,0,35,53,2.08,2,1,True,True,False,934,456,934,11,Java,31,3970.99,0.03,62.25,Moderate,True,True
martinpaljak/GlobalPlatformPro,174,77,222360,0,0,0,0,100,0,28,60,1179,2.91,8,1,True,True,True,932,255,932,15,Java,24264,4609.91,1.78,78.0,Good,True,True
IngoZenz/personaldnsfilter,282,79,28462,0,0,0,0,73,0,0,10,811,3.05,5,1,True,True,True,932,87,932,65,Java,3367,3082.94,1.32,65.5,Moderate,True,True
LGH1996/TapClick,140,33,84075,0,0,0,0,40,0,0,10,341,2.02,4,1,True,True,True,931,109,931,12,Java,142269,2393.92,14.36,68.0,Moderate,True,True
ontop/ontop,9952,1375,2023187,0,40,4,3,2311,0,200,55,16813,2.42,13,3,True,True,True,931,200,931,106,Java,281315,4787.1,0.61,66.25,Moderate,True,True
Wang-Jun-Chao/leetcode,951,579,34993,0,0,0,0,580,0,1,10,1166,2.52,3,1,True,False,True,931,454,931,2,Java,1215,4027.21,9.61,66.0,Moderate,True,True
bilde2910/Hauk,284,111,27098,0,1,2,2,114,0,0,80,669,3.93,12,3,True,True,True,931,85,931,73,Java,6622,2563.68,2.64,76.0,Good,True,True
wmcmahan/react-native-calendar-events,97,56,17825,0,0,0,9,5,0,15,80,78,3.82,8,3,True,False,True,930,295,930,78,Java,781,3840.38,47.44,70.0,Good,True,True
qtc-de/remote-method-guesser,257,115,38728,1,0,0,0,124,0,12,90,832,3.53,8,3,True,True,True,930,106,930,4,Java,2680,2491.08,19.16,82.0,Good,True,True
forezp/banya,292,85,65877,0,0,0,0,114,0,0,30,937,1.65,3,1,True,False,True,929,241,929,6,Java,7294,3605.96,55.99,60.5,Moderate,True,True
libgdx/ashley,103,46,15022,0,0,0,0,73,0,0,65,513,1.3,4,1,True,True,True,929,147,929,20,Java,8893,4944.75,9.58,76.25,Good,True,True
Haehnchen/idea-php-symfony2-plugin,1954,537,201303,0,85,0,2,1021,0,0,75,7817,2.38,13,3,True,True,True,928,142,928,378,Java,18276,4892.88,0.15,78.25,Good,True,True
tensorflow/java,5758,218,923244,2,0,1,0,2476,0,16,70,29975,2.19,10,2,True,True,True,929,227,929,170,Java,56853,2546.76,1.39,82.5,Good,True,True
githubwing/MVPHelper,47,23,34188,0,0,0,0,15,0,0,80,38,2.58,3,1,True,False,True,929,144,929,5,Java,3889,3688.89,4.41,69.0,Moderate,True,True
Randgalt/record-builder,165,75,11508,0,0,0,0,142,0,28,55,400,2.93,5,1,True,True,True,928,69,928,33,Java,873,2448.74,1.42,77.25,Good,True,True
smallrye/smallrye-mutiny,1150,268,134543,2,2,1,0,993,0,45,90,7533,1.36,11,2,True,True,True,928,149,928,12,Java,29010,2596.03,3.14,78.5,Good,True,True
BanqiJane/Bilibili_Danmuji,206,73,53359,0,6,3,7,161,0,0,40,1815,4.68,10,3,True,True,True,928,116,928,31,Java,46957,2302.05,1.0,70.0,Good,True,True
XndroidDev/Xndroid,465,137,394648,63,3,3,8,123,0,0,30,2525,3.1,11,3,True,False,True,927,173,927,42,Java,47737,3228.3,5.3,58.5,Moderate,True,True
wildfly/quickstart,1264,1404,251877,0,39,8,8,369,0,8,60,1150,6.97,13,3,True,False,True,927,1361,927,15,Java,55314,4852.5,23.54,66.5,Moderate,True,True
apache/cxf,12160,5369,1501332,0,32,2,26,7640,0,33,75,42977,2.93,14,3,True,True,True,927,1452,927,21,Java,154587,4575.23,1.67,80.25,Good,True,True
c0ny1/captcha-killer,32,18,31113,0,0,0,0,23,0,7,35,185,1.8,3,1,True,False,True,927,121,927,17,Java,6008,2515.44,5.9,70.25,Good,True,True
nathanmarz/storm-starter,48,21,4461,2,0,0,0,37,0,0,25,281,1.27,4,2,True,True,True,926,735,926,17,Java,543,5462.34,47.72,69.75,Moderate,True,True
amigoscode/spring-data-jpa-course,10,9,1077,0,0,0,0,2,0,7,40,3,5.0,3,1,True,False,True,925,705,925,6,Java,70,2072.82,0.55,68.0,Moderate,True,True
wujingchao/SimpleTagImageView,39,42,17415,0,0,0,0,3,0,0,60,68,1.0,3,1,True,False,True,925,199,925,2,Java,5755,4201.91,4.31,66.0,Moderate,True,True
Carson-Ho/Search_Layout,59,51,2658,0,0,0,0,12,0,0,30,40,1.05,3,1,True,True,True,924,173,924,11,Java,140,3571.19,77.73,70.5,Good,True,True
Ajian-studio/GADownloading,27,17,5655,0,0,0,0,2,0,0,55,98,1.0,3,1,True,False,True,924,119,924,3,Java,358,3545.22,18.47,64.75,Moderate,True,True
RPTools/maptool,1962,302,1009546,1,1,0,6,1060,0,0,75,11551,2.48,13,3,True,True,True,924,282,924,926,Java,243029,4331.04,2.63,78.25,Good,True,True
PatilShreyas/MaterialDialog-Android,113,67,94856,0,30,1,1,16,0,0,80,74,1.26,8,2,True,True,True,923,144,923,7,Java,10408,2641.16,0.67,79.0,Good,True,True
githubwing/WingUE,47,23,19053,0,0,0,0,7,0,0,20,80,1.56,3,1,True,False,True,923,141,923,1,Java,1784,3542.0,3.33,60.0,Moderate,True,True
apache/mina,362,266,46565,0,0,0,0,319,0,57,30,2049,2.26,4,1,True,True,True,923,425,923,5,Java,16738,6310.51,8.41,69.0,Moderate,True,True
noVibe/DnsConf,63,31,2763,0,0,0,0,58,0,7,60,121,1.54,4,1,True,False,True,925,3035,925,0,Java,141,233.95,0.38,74.0,Good,True,True
Hakky54/certificate-ripper,113,63,50808,0,0,0,0,66,0,29,80,208,6.57,5,1,True,True,True,923,77,923,0,Java,13409,1981.06,1.72,74.0,Good,True,True
paulfitz/daff,190,18,19512,8,5,0,34,2,1,1,90,93,5.0,16,4,True,False,True,923,77,923,47,Java,1675,4978.62,5.45,75.5,Good,True,True
canyie/Dreamland,139,70,35247,0,0,0,0,59,10,0,55,475,2.06,9,1,True,False,True,923,89,923,14,Java,13408,2410.15,7.41,64.75,Moderate,True,True
omnilaboratory/OBAndroid,1345,220,526981,0,0,0,0,663,0,0,80,7196,1.8,5,1,True,True,True,923,11,923,2,Java,1811878,1429.77,70.57,78.0,Good,True,True
owlcs/owlapi,2629,352,335216,0,1,1,0,1835,0,33,90,15545,2.15,7,1,True,False,True,923,312,923,110,Java,147033,4942.07,5.24,72.5,Good,True,True
gardncl/elements-of-programming-interviews,427,104,13388,0,0,0,0,387,0,6,60,720,1.13,4,1,True,True,True,922,443,922,7,Java,370,3433.61,28.69,83.5,Good,True,True
Apicurio/apicurio-registry,5127,2218,945040,12,148,203,18,2270,0,250,90,13662,5.72,20,6,True,True,True,922,619,922,624,Java,74879,2602.03,1.1,64.5,Moderate,True,True
PureWriter/ToastCompat,48,36,8858,0,0,0,0,5,0,0,55,31,1.0,4,1,True,True,True,922,108,922,8,Java,940,3187.0,113.52,73.75,Good,True,True
Erudika/scoold,242,49,97838,0,1,15,17,82,0,32,75,8709,5.98,11,3,True,True,True,922,229,922,7,Java,15951,3494.82,2.84,73.25,Good,True,True
jfaster/mango,603,94,45853,0,0,0,0,551,0,28,45,2257,1.96,7,1,True,False,False,922,358,922,28,Java,2793,4663.27,17.47,55.25,Moderate,True,True
cylonid/NativeAlphaForAndroid,166,64,19451,0,4,2,0,15,0,0,65,162,2.23,7,1,True,True,True,922,92,922,127,Java,3220,2294.9,4.24,76.75,Good,True,True
lionsoul2014/jcseg,206,81,563380,0,1,1,1,143,0,6,30,816,4.1,7,2,True,False,True,921,210,921,7,Java,22110,4535.41,47.72,65.5,Moderate,True,True
twotoasters/JazzyListView,65,34,3120,0,0,0,0,29,0,0,60,113,1.45,4,1,True,False,True,921,303,921,22,Java,4190,4884.44,17.99,65.5,Moderate,True,True
EvoSuite/evosuite,3218,684,1487589,3,1,4,5,3037,0,53,60,18085,2.85,11,3,True,False,True,920,368,920,165,Java,262111,4007.74,1.89,64.0,Moderate,True,True
eclipse-ditto/ditto,7565,1948,1130577,0,84,10,29,5663,0,60,80,44221,2.28,16,4,True,True,True,920,285,920,88,Java,153054,3428.75,2.88,77.0,Good,True,True
wycm/zhihu-crawler,119,76,5565,0,0,0,0,107,0,27,20,260,1.33,5,1,True,True,True,920,365,920,3,Java,5871,3778.04,27.23,71.5,Good,True,True
takari/polyglot-maven,698,480,64895,0,0,0,0,149,0,39,90,700,3.84,8,1,True,False,True,919,104,919,46,Java,2783,5161.99,1.19,69.5,Moderate,True,True
yizhaorong/intranet_app_manager,131,43,48725,0,8,5,5,72,0,0,35,636,4.68,9,3,True,False,True,919,313,919,25,Java,347646,2618.18,44.46,58.25,Moderate,True,True
realguoshuai/hadoop_study,1104,219,1126568,0,1,2,1,115,0,0,40,888,2.43,9,2,True,True,True,918,251,918,32,Java,219567,3179.97,17.17,72.5,Good,True,True
jshiell/checkstyle-idea,419,109,39669,0,1,0,0,346,0,0,80,2188,1.78,8,1,True,False,True,918,157,918,1,Java,20680,5471.89,0.05,69.0,Moderate,True,True
lightningMan/flash-netty,69,27,1954,0,0,0,0,66,0,6,10,99,1.01,3,1,True,False,True,918,588,918,14,Java,89,2950.62,10.24,66.0,Moderate,True,True
Quatja/Vorolay,100,53,14150,0,0,0,0,15,0,0,55,125,2.42,3,1,True,True,True,917,126,917,7,Java,2554,3530.21,21.18,74.75,Good,True,True
openproject/LessCode,119,39,7895,0,0,0,0,50,0,0,55,92,3.88,4,1,True,False,True,917,155,917,0,Java,670,4224.41,21.09,61.75,Moderate,True,True
lucee/Lucee,7224,1370,1284528,0,1,9,27,2962,0,1,90,24761,3.74,11,3,True,False,True,917,202,917,159,Java,158445,4005.96,0.8,75.5,Good,True,True
forJrking/FontZip,2899,46,851428,0,7,0,0,519,0,0,10,3345,7.12,5,1,True,False,False,916,114,916,4,Java,76814,3693.18,31.46,40.5,Needs Improvement,True,True
hmkcode/Java,173,253,27092,0,4,8,13,62,0,0,25,475,14.29,9,2,True,False,False,915,1463,915,111,Java,280,4880.97,0.0,32.75,Poor,True,True
Idean/sonar-swift,120,104,22165,0,0,0,0,74,0,23,90,257,3.5,10,1,True,False,True,916,270,916,64,Java,1202,3950.03,37.11,68.5,Moderate,True,True
miguelhincapie/CustomBottomSheetBehavior,79,59,71682,0,0,0,0,10,0,0,90,137,1.94,4,1,True,True,True,916,178,916,36,Java,8264,3749.46,45.07,79.5,Good,True,True
Shouheng88/MarkNote,652,194,191599,0,0,0,0,261,0,0,75,2323,1.42,4,1,True,True,True,916,164,916,8,Java,42227,3062.13,19.22,77.75,Good,True,True
imablanco/Zoomy,67,48,157455,0,0,0,0,18,0,0,70,55,1.09,3,1,True,False,True,916,117,916,22,Java,17371,3483.63,15.84,67.0,Moderate,True,True
zeroturnaround/zt-exec,102,27,9430,0,0,0,0,82,0,0,80,326,1.85,7,1,True,True,True,916,110,916,9,Java,552,4846.02,11.74,78.5,Good,True,True
nitrite/nitrite-java,1168,297,166888,0,0,0,0,1060,0,51,80,6745,1.7,7,1,True,False,True,915,96,915,4,Java,6350,3419.8,0.04,67.0,Moderate,True,True
emilsjolander/android-FlipView,42,24,10525,0,0,0,0,9,0,0,80,113,2.02,4,1,True,True,True,915,271,915,54,Java,1337,4900.85,34.86,78.0,Good,True,True
dhatim/fastexcel,182,44,86778,0,0,0,0,109,0,25,70,636,2.41,5,1,True,True,True,914,145,914,76,Java,3371,3847.16,2.4,79.5,Good,True,True
jhunters/jprotobuf,336,98,72899,0,0,0,0,291,0,16,80,2818,2.25,4,1,True,True,True,914,287,914,89,Java,5260,4618.47,2.46,84.0,Good,True,True
Nightonke/JellyToggleButton,170,58,85494,0,0,0,0,68,0,0,55,471,1.6,3,1,True,False,True,914,116,914,2,Java,6652,3764.33,21.16,64.75,Moderate,True,True
linisme/SlimAdapter,128,95,29390,0,0,0,0,29,0,0,80,191,1.34,4,1,True,True,True,914,117,914,20,Java,5111,3438.22,18.82,78.5,Good,True,True
alibaba/SmartEngine,1016,379,86353,0,0,0,0,758,0,42,30,2292,2.06,7,1,True,True,True,914,238,914,9,Java,8535,2417.42,1.53,69.5,Moderate,True,True
mttkay/droid-fu,89,37,12249,0,0,0,0,74,0,12,20,693,1.8,3,1,True,False,True,914,245,914,43,Java,1723,6140.7,82.73,64.0,Moderate,True,True
w1123440793/VideoListDemo,80,38,42123,0,0,0,0,21,0,0,10,342,1.52,4,1,True,False,True,913,184,913,9,Java,12140,3715.45,48.01,57.5,Moderate,True,True
bupticybee/TexasHoldemSolverJava,708,545,3046852,3,0,0,0,48,0,21,80,414,3.51,8,4,True,True,False,913,203,913,5,Java,73391,2498.33,1.28,68.0,Moderate,True,True
4pr0n/ripme,142,24,17284,0,0,0,0,110,0,12,45,630,3.54,6,1,True,False,True,913,194,913,200,Java,1288,4568.42,14.6,65.25,Moderate,True,True
eclipse-vertx/vertx-sql-client,882,257,120992,0,0,0,0,778,0,15,40,7124,1.5,9,2,True,False,True,913,210,913,75,Java,13476,3408.66,2.44,68.0,Moderate,True,True
Meetic/MaryPopup,69,43,25374,0,0,0,0,12,0,0,55,113,1.32,4,1,True,False,True,913,112,913,3,Java,5897,3770.98,41.0,64.25,Moderate,True,True
GeyserMC/MCProtocolLib,702,144,32307,0,0,0,0,678,0,0,55,1925,1.35,6,1,True,False,True,912,221,912,18,Java,5696,5130.49,7.25,64.75,Moderate,True,True
pixelsdb/pixels,1618,802,1091586,9,2,3,4,1044,138,124,80,6054,3.51,18,4,True,True,True,914,155,914,41,Java,147514,2627.22,0.03,70.0,Good,True,True
jenkinsci/java-client-api,161,42,15892,0,0,0,0,125,0,43,90,826,1.77,7,2,True,True,True,912,467,912,161,Java,1861,5034.79,5.52,78.5,Good,True,True
binaryfork/Spanny,44,29,2452,0,0,0,0,5,0,0,65,29,1.1,3,1,True,False,True,911,109,911,7,Java,124,4104.69,21.45,66.25,Moderate,True,True
liuyueyi/quick-media,570,399,1245697,0,4,8,11,325,0,8,30,5432,3.42,10,2,True,True,False,910,323,910,27,Java,41486,3335.07,12.16,66.0,Moderate,True,True
MegatronKing/SVG-Android,8474,453,318201,0,2,0,1,2179,0,0,80,4848,1.34,6,2,True,True,True,910,173,910,5,Java,18952,3645.86,36.78,78.0,Good,True,True
adnan-SM/TimelyTextView,44,35,1968,0,0,0,0,16,0,0,80,49,1.02,4,1,True,False,True,910,150,910,9,Java,1672,4595.07,82.74,68.0,Moderate,True,True
jenetics/jenetics,1407,317,402388,0,1,1,1,935,2,0,90,6252,1.99,12,2,True,False,True,909,161,909,32,Java,86332,4634.68,4.23,70.5,Good,True,True
MasayukiSuda/ExoPlayerFilter,98,37,324386,0,0,0,0,60,0,0,55,293,1.93,4,1,True,False,True,909,163,909,18,Java,31282,3390.3,20.28,64.75,Moderate,True,True
Freelander/Elephant,336,85,66844,0,1,0,1,124,0,0,55,1292,1.32,6,2,True,True,True,909,168,909,7,Java,4617,3609.53,1.04,75.25,Good,True,True
KunMinX/RxJava3-Operators-Magician,207,71,15780,0,0,0,0,78,0,0,30,647,1.13,3,1,True,True,True,908,95,908,0,Java,1386,2691.26,25.92,71.0,Good,True,True
adonixis/android-animated-menu-items,32,19,11675,0,0,0,0,1,0,0,45,4,1.0,3,1,True,True,True,908,127,908,0,Java,1436,3526.79,1.48,73.75,Good,True,True
linkedin/coral,1191,322,211220,1,1,1,13,345,0,15,80,2939,2.33,12,4,True,True,True,906,219,906,106,Java,16187,2406.77,2.39,84.0,Good,True,True
kirill-grouchnikov/radiance,4578,637,3488415,0,1,0,0,2136,0,0,70,34276,1.7,8,1,True,True,True,906,87,906,10,Java,1702367,3036.96,1.37,77.5,Good,True,True
geekwenjie/SmartJavaAI,502,286,267911,1,0,0,0,399,0,33,80,2316,2.29,6,4,True,True,True,905,158,905,24,Java,62408,555.43,1.2,81.0,Good,True,True
glomadrian/loading-balls,64,57,166053,0,0,0,0,18,0,0,55,69,1.06,3,1,True,False,True,905,118,905,9,Java,13526,3930.63,94.94,63.75,Moderate,True,True
GcsSloop/diycode,391,151,46018,0,1,3,4,255,0,0,40,1610,2.58,6,2,True,True,True,905,187,905,12,Java,1519,3495.24,36.14,72.0,Good,True,True
eclipse-color-theme/eclipse-color-theme,154,23,6507,0,0,0,0,36,0,8,80,193,1.45,4,1,True,False,True,905,254,905,139,Java,740,5717.73,23.33,76.5,Good,True,True
SeaOfNodes/Simple,3461,499,568220,0,8,0,32,2895,0,4,40,42045,2.62,10,2,True,True,True,905,54,905,6,Java,7647,1106.91,8.88,80.5,Good,True,True
gf-huanchupk/SpringBootLearning,371,481,21494,0,6,0,0,193,0,0,30,350,1.51,6,2,True,False,True,905,641,905,8,Java,236,2907.47,38.01,60.5,Moderate,True,True
Jude95/RollViewPager,59,40,3933,0,0,0,0,17,0,0,55,108,1.0,3,1,True,False,True,904,248,904,35,Java,541,4066.05,52.46,64.25,Moderate,True,True
jpmml/jpmml-evaluator,498,133,62120,0,0,0,0,434,0,37,80,2815,1.83,5,1,True,False,False,905,255,905,19,Java,7747,4568.69,0.35,61.0,Moderate,True,True
escline/InstallCert,3,0,357,0,0,0,0,1,0,0,60,5,9.0,2,1,True,False,True,904,838,904,0,Java,14,5246.94,41.0,53.0,Needs Improvement,True,True
Glitchfiend/BiomesOPlenty,5839,224,341650,0,0,0,0,275,0,0,10,1341,3.15,5,1,True,True,True,904,296,904,42,Java,60153,4830.08,0.85,65.5,Moderate,True,True
Aspsine/MultiThreadDownload,87,52,15940,0,0,0,0,47,0,0,65,350,1.18,3,1,True,False,True,904,280,904,40,Java,6996,4150.89,11.44,66.25,Moderate,True,True
hussien89aa/DataStructureAndAlgorithms,83,36,2902,0,0,0,0,79,0,0,20,174,1.67,2,1,True,False,False,904,2560,904,26,Java,65,3521.71,5.17,50.0,Needs Improvement,True,True
crosswall/Android-Coverflow,72,61,32936,0,0,0,0,23,0,0,50,233,3.0,3,1,True,True,True,903,161,903,37,Java,2348,3775.15,21.16,74.0,Good,True,True
Impetus/kundera,2775,1018,562755,0,0,0,0,2494,0,4,80,19761,1.81,7,1,True,False,True,902,231,902,175,Java,30689,5594.99,16.44,76.5,Good,True,True
paulc4/microservices-demo,63,29,9301,0,12,1,0,19,0,13,45,69,1.65,8,2,True,False,True,902,843,902,20,Java,1355,4076.84,16.29,68.25,Moderate,True,True
retrooper/packetevents,1510,390,3439296,0,1,0,0,1320,0,0,55,11127,1.35,7,1,True,True,True,903,264,903,133,Java,157497,2326.04,0.31,75.25,Good,True,True
